cnae,description,segment,fit,note
4722901,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,Alimentos,compatible,
4722902,PEIXARIA,Alimentos,compatible,
4723700,COMÉRCIO VAREJISTA DE BEBIDAS,Alimentos,check,beverages only; the segment is food
4724500,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,Alimentos,compatible,
4729699,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,Alimentos,compatible,
4731800,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,Veículos / Peças,compatible,fuel
4732600,COMÉRCIO VAREJISTA DE LUBRIFICANTES,Veículos / Peças,compatible,lubricants
4741500,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,Construção / Hidráulica,compatible,paint
4742300,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,Elétrica,compatible,
4743100,COMÉRCIO VAREJISTA DE VIDROS,Construção / Hidráulica,compatible,glass
4744001,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,Construção / Hidráulica,check,hardware shops usually also carry construction items
4744001,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,Ferragens / Ferramentas,compatible,
4744002,COMÉRCIO VAREJISTA DE MADEIRA E ARTEFATOS,Construção / Hidráulica,compatible,
4744003,COMÉRCIO VAREJISTA DE MATERIAIS HIDRÁULICOS,Construção / Hidráulica,compatible,plumbing
4744004,"COMÉRCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS",Construção / Hidráulica,compatible,
4744005,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,Construção / Hidráulica,compatible,
4744006,COMÉRCIO VAREJISTA DE PEDRAS PARA REVESTIMENTO,Construção / Hidráulica,compatible,
4744099,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,Construção / Hidráulica,compatible,
4744099,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,Elétrica,check,general builders' merchants usually also carry electrical material
4744099,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,Ferragens / Ferramentas,check,general builders' merchants usually also carry hardware
4751201,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,Informática / TI,compatible,
4751201,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,Software / Sistemas,check,computer shops often resell licences
4751202,RECARGA DE CARTUCHOS PARA EQUIPAMENTOS DE INFORMÁTICA,Informática / TI,compatible,toner and cartridge refilling
4752100,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,Informática / TI,check,telephony and communication equipment
4753900,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO,Informática / TI,check,consumer audio/video; overlaps monitors and projectors
4754701,COMÉRCIO VAREJISTA DE MÓVEIS,Mobiliário,compatible,
4754702,COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,Mobiliário,compatible,mattresses
4754703,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO,Elétrica,compatible,lighting
4755501,COMÉRCIO VAREJISTA DE TECIDOS,Vestuário / Uniformes,check,"fabric, not finished garments"
4757100,"COMÉRCIO VAREJISTA ESPECIALIZADO DE PEÇAS E ACESSÓRIOS PARA APARELHOS ELETROELETRÔNICOS PARA USO DOMÉSTICO, EXCETO INFORMÁTICA E COMUNICAÇÃO",Elétrica,check,parts for household electronics
4759801,"COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTINAS E PERSIANAS",Mobiliário,check,soft furnishings
4761001,COMÉRCIO VAREJISTA DE LIVROS,Gráfico / Escritório,check,"books, not office supplies"
4761002,COMÉRCIO VAREJISTA DE JORNAIS E REVISTAS,Gráfico / Escritório,check,"periodicals, not office supplies"
4761003,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,Gráfico / Escritório,compatible,stationery
4763601,COMÉRCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,Esportes / Lazer,check,toys
4763602,COMÉRCIO VAREJISTA DE ARTIGOS ESPORTIVOS,Esportes / Lazer,compatible,
4763603,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS; PEÇAS E ACESSÓRIOS,Esportes / Lazer,check,bicycles
4763604,"COMÉRCIO VAREJISTA DE ARTIGOS DE CAÇA, PESCA E CAMPING",Esportes / Lazer,check,"hunting, fishing and camping"
4771701,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",Saúde / Hospitalar,compatible,
4771702,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM MANIPULAÇÃO DE FÓRMULAS",Saúde / Hospitalar,compatible,
4771703,COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS HOMEOPÁTICOS,Saúde / Hospitalar,compatible,
4771704,COMÉRCIO VAREJISTA DE MEDICAMENTOS VETERINÁRIOS,Saúde / Hospitalar,check,veterinary medicines
4772500,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Limpeza / Higiene,check,mostly cosmetics and perfumery; hygiene is a minority
4773300,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS,Saúde / Hospitalar,compatible,
4774100,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,Saúde / Hospitalar,check,optical goods
4781400,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,Vestuário / Uniformes,compatible,
4782201,COMÉRCIO VAREJISTA DE CALÇADOS,Vestuário / Uniformes,compatible,footwear
4789005,COMÉRCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITÁRIOS,Limpeza / Higiene,compatible,sanitising products
4789007,COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO,Gráfico / Escritório,compatible,office equipment
5611201,RESTAURANTES E SIMILARES,Alimentos,check,on-premises catering
5611203,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",Alimentos,check,on-premises catering
5611204,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",Alimentos,check,on-premises catering
5611205,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, COM ENTRETENIMENTO",Alimentos,check,on-premises catering
5612100,SERVIÇOS AMBULANTES DE ALIMENTAÇÃO,Alimentos,check,street food
5620101,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,Alimentos,compatible,meal supply
5620102,SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ,Alimentos,compatible,meal supply
5620103,CANTINAS - SERVIÇOS DE ALIMENTAÇÃO PRIVATIVOS,Alimentos,compatible,meal supply
5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,Alimentos,compatible,meal supply
5811500,EDIÇÃO DE LIVROS,Gráfico / Escritório,check,publishing without printing
5812301,EDIÇÃO DE JORNAIS DIÁRIOS,Gráfico / Escritório,check,publishing without printing
5812302,EDIÇÃO DE JORNAIS NÃO DIÁRIOS,Gráfico / Escritório,check,publishing without printing
5813100,EDIÇÃO DE REVISTAS,Gráfico / Escritório,check,publishing without printing
5819100,"EDIÇÃO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRÁFICOS",Gráfico / Escritório,check,publishing without printing
5821200,EDIÇÃO INTEGRADA À IMPRESSÃO DE LIVROS,Gráfico / Escritório,compatible,publishing integrated with printing
5822101,EDIÇÃO INTEGRADA À IMPRESSÃO DE JORNAIS DIÁRIOS,Gráfico / Escritório,compatible,publishing integrated with printing
5822102,EDIÇÃO INTEGRADA À IMPRESSÃO DE JORNAIS NÃO DIÁRIOS,Gráfico / Escritório,compatible,publishing integrated with printing
5823900,EDIÇÃO INTEGRADA À IMPRESSÃO DE REVISTAS,Gráfico / Escritório,compatible,publishing integrated with printing
5829800,"EDIÇÃO INTEGRADA À IMPRESSÃO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRÁFICOS",Gráfico / Escritório,compatible,publishing integrated with printing
6110801,SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC,Informática / TI,check,telecommunications service
6110802,SERVIÇOS DE REDES DE TRANSPORTES DE TELECOMUNICAÇÕES - SRTT,Informática / TI,check,telecommunications service
6110803,SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM,Informática / TI,check,telecommunications service
6110899,SERVIÇOS DE TELECOMUNICAÇÕES POR FIO NÃO ESPECIFICADOS ANTERIORMENTE,Informática / TI,check,telecommunications service
6120501,TELEFONIA MÓVEL CELULAR,Informática / TI,check,telecommunications service
6120502,SERVIÇO MÓVEL ESPECIALIZADO - SME,Informática / TI,check,telecommunications service
6120599,SERVIÇOS DE TELECOMUNICAÇÕES SEM FIO NÃO ESPECIFICADOS ANTERIORMENTE,Informática / TI,check,telecommunications service
6130200,TELECOMUNICAÇÕES POR SATÉLITE,Informática / TI,check,satellite telecommunications
6190601,PROVEDORES DE ACESSO ÀS REDES DE COMUNICAÇÕES,Informática / TI,check,internet access provision
6190602,PROVEDORES DE VOZ SOBRE PROTOCOLO INTERNET - VOIP,Informática / TI,check,internet access provision
6190699,OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,Informática / TI,check,internet access provision
6201501,DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,Software / Sistemas,compatible,
6201502,WEB DESIGN,Software / Sistemas,compatible,
6202300,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,Software / Sistemas,compatible,
6203100,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NÃO CUSTOMIZÁVEIS,Software / Sistemas,compatible,
6204000,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,Informática / TI,check,IT consultancy
6204000,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,Software / Sistemas,check,IT consultancy
6209100,"SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO",Informática / TI,check,service provider in this field; segment tenders are mostly material purchases
6209100,"SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO",Software / Sistemas,compatible,IT services
6311900,"TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET",Software / Sistemas,compatible,hosting and application services
6319400,"PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET",Software / Sistemas,check,portals and content
6399200,OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO NÃO ESPECIFICADAS ANTERIORMENTE,Software / Sistemas,check,other information services
7111100,SERVIÇOS DE ARQUITETURA,Construção / Hidráulica,check,architecture
7112000,SERVIÇOS DE ENGENHARIA,Construção / Hidráulica,compatible,engineering
7119701,"SERVIÇOS DE CARTOGRAFIA, TOPOGRAFIA E GEODÉSIA",Construção / Hidráulica,check,surveying
7119703,SERVIÇOS DE DESENHO TÉCNICO RELACIONADOS À ARQUITETURA E ENGENHARIA,Construção / Hidráulica,check,technical drawing
7119799,ATIVIDADES TÉCNICAS RELACIONADAS À ENGENHARIA E ARQUITETURA NÃO ESPECIFICADAS ANTERIORMENTE,Construção / Hidráulica,check,unspecified engineering and architecture services
7311400,AGÊNCIAS DE PUBLICIDADE,Gráfico / Escritório,check,advertising agency; may supply printed material
7319099,OUTRAS ATIVIDADES DE PUBLICIDADE NÃO ESPECIFICADAS ANTERIORMENTE,Gráfico / Escritório,check,may supply printed material
7410202,DESIGN DE INTERIORES,Mobiliário,check,interior design
7410299,ATIVIDADES DE DESIGN NÃO ESPECIFICADAS ANTERIORMENTE,Gráfico / Escritório,check,design services
7711000,LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR,Veículos / Peças,compatible,vehicle rental
7719599,"LOCAÇÃO DE OUTROS MEIOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR",Veículos / Peças,check,hire of transport other than cars
7721700,ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS,Esportes / Lazer,check,sports equipment hire
7729202,"ALUGUEL DE MÓVEIS, UTENSÍLIOS E APARELHOS DE USO DOMÉSTICO E PESSOAL; INSTRUMENTOS MUSICAIS",Mobiliário,check,furniture hire
7729203,ALUGUEL DE MATERIAL MÉDICO,Saúde / Hospitalar,check,medical equipment hire
7732201,"ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA CONSTRUÇÃO SEM OPERADOR, EXCETO ANDAIMES",Construção / Hidráulica,check,construction equipment hire
7732202,ALUGUEL DE ANDAIMES,Construção / Hidráulica,check,scaffolding hire
7733100,ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIOS,Gráfico / Escritório,check,office equipment hire
7733100,ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIOS,Informática / TI,check,covers printer outsourcing
7739002,"ALUGUEL DE EQUIPAMENTOS CIENTÍFICOS, MÉDICOS E HOSPITALARES, SEM OPERADOR",Saúde / Hospitalar,check,medical and laboratory equipment hire
8011101,ATIVIDADES DE VIGILÂNCIA E SEGURANÇA PRIVADA,Segurança Eletrônica / CFTV,check,manned guarding rather than electronic security
8020001,ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANÇA ELETRÔNICO,Segurança Eletrônica / CFTV,compatible,electronic security monitoring
8020002,OUTRAS ATIVIDADES DE SERVIÇOS DE SEGURANÇA,Segurança Eletrônica / CFTV,check,unspecified security services; may not be electronic
8111700,"SERVIÇOS COMBINADOS PARA APOIO A EDIFÍCIOS, EXCETO CONDOMÍNIOS PREDIAIS",Limpeza / Higiene,check,combined building support services
8121400,LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,Limpeza / Higiene,check,service provider in this field; segment tenders are mostly material purchases
8122200,IMUNIZAÇÃO E CONTROLE DE PRAGAS URBANAS,Limpeza / Higiene,check,pest control
8129000,ATIVIDADES DE LIMPEZA NÃO ESPECIFICADAS ANTERIORMENTE,Limpeza / Higiene,check,service provider in this field; segment tenders are mostly material purchases
8211300,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,Gráfico / Escritório,check,office support services
8219901,FOTOCÓPIAS,Gráfico / Escritório,compatible,photocopying
8219999,PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,Gráfico / Escritório,check,document preparation
8299703,"SERVIÇOS DE GRAVAÇÃO DE CARIMBOS, EXCETO CONFECÇÃO",Gráfico / Escritório,check,rubber stamps
8610101,"ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8610102,ATIVIDADES DE ATENDIMENTO EM PRONTO SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGÊNCIAS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8621601,UTI MÓVEL,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8621602,"SERVIÇOS MÓVEIS DE ATENDIMENTO A URGÊNCIAS, EXCETO POR UTI MÓVEL",Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8622400,"SERVIÇOS DE REMOÇÃO DE PACIENTES, EXCETO OS SERVIÇOS MÓVEIS DE ATENDIMENTO A URGÊNCIAS",Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8630501,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE PROCEDIMENTOS CIRÚRGICOS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8630502,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE EXAMES COMPLEMENTARES,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8630503,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8630504,ATIVIDADE ODONTOLÓGICA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8630506,SERVIÇOS DE VACINAÇÃO E IMUNIZAÇÃO HUMANA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8630507,ATIVIDADES DE REPRODUÇÃO HUMANA ASSISTIDA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8630599,ATIVIDADES DE ATENÇÃO AMBULATORIAL NÃO ESPECIFICADAS ANTERIORMENTE,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640201,LABORATÓRIOS DE ANATOMIA PATOLÓGICA E CITOLÓGICA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640202,LABORATÓRIOS CLÍNICOS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640203,SERVIÇOS DE DIÁLISE E NEFROLOGIA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640204,SERVIÇOS DE TOMOGRAFIA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640205,"SERVIÇOS DE DIAGNÓSTICO POR IMAGEM COM USO DE RADIAÇÃO IONIZANTE, EXCETO TOMOGRAFIA",Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640206,SERVIÇOS DE RESSONÂNCIA MAGNÉTICA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640207,"SERVIÇOS DE DIAGNÓSTICO POR IMAGEM SEM USO DE RADIAÇÃO IONIZANTE, EXCETO RESSONÂNCIA MAGNÉTICA",Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640208,"SERVIÇOS DE DIAGNÓSTICO POR REGISTRO GRÁFICO - ECG, EEG E OUTROS EXAMES ANÁLOGOS",Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640209,SERVIÇOS DE DIAGNÓSTICO POR MÉTODOS ÓPTICOS - ENDOSCOPIA E OUTROS EXAMES ANÁLOGOS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640210,SERVIÇOS DE QUIMIOTERAPIA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640211,SERVIÇOS DE RADIOTERAPIA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640212,SERVIÇOS DE HEMOTERAPIA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640213,SERVIÇOS DE LITOTRIPCIA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640214,SERVIÇOS DE BANCOS DE CÉLULAS E TECIDOS HUMANOS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8640299,ATIVIDADES DE SERVIÇOS DE COMPLEMENTAÇÃO DIAGNÓSTICA E TERAPÊUTICA NÃO ESPECIFICADAS ANTERIORMENTE,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8650001,ATIVIDADES DE ENFERMAGEM,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8650002,ATIVIDADES DE PROFISSIONAIS DA NUTRIÇÃO,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8650003,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8650004,ATIVIDADES DE FISIOTERAPIA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8650005,ATIVIDADES DE TERAPIA OCUPACIONAL,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8650006,ATIVIDADES DE FONOAUDIOLOGIA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8650007,ATIVIDADES DE TERAPIA DE NUTRIÇÃO ENTERAL E PARENTERAL,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8650099,ATIVIDADES DE PROFISSIONAIS DA ÁREA DE SAÚDE NÃO ESPECIFICADAS ANTERIORMENTE,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8660700,ATIVIDADES DE APOIO À GESTÃO DE SAÚDE,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8690901,ATIVIDADES DE PRÁTICAS INTEGRATIVAS E COMPLEMENTARES EM SAÚDE HUMANA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8690902,ATIVIDADES DE BANCO DE LEITE HUMANO,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8690903,ATIVIDADES DE ACUPUNTURA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8690904,ATIVIDADES DE PODOLOGIA,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8690999,OUTRAS ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA NÃO ESPECIFICADAS ANTERIORMENTE,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8711501,CLÍNICAS E RESIDÊNCIAS GERIÁTRICAS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8711502,INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8711503,"ATIVIDADES DE ASSISTÊNCIA A DEFICIENTES FÍSICOS, IMUNODEPRIMIDOS E CONVALESCENTES",Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8711504,CENTROS DE APOIO A PACIENTES COM CÂNCER E COM AIDS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8711505,CONDOMÍNIOS RESIDENCIAIS PARA IDOSOS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8712300,ATIVIDADES DE FORNECIMENTO DE INFRAESTRUTURA DE APOIO E ASSISTÊNCIA A PACIENTE NO DOMICÍLIO,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8720401,ATIVIDADES DE CENTROS DE ASSISTÊNCIA PSICOSSOCIAL,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8720499,"ATIVIDADES DE ASSISTÊNCIA PSICOSSOCIAL E À SAÚDE A PORTADORES DE DISTÚRBIOS PSÍQUICOS, DEFICIÊNCIA MENTAL E DEPENDÊNCIA QUÍMICA E GRUPOS SIMILARES NÃO ESPECIFICADAS ANTERIORMENTE",Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8730101,ORFANATOS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8730102,ALBERGUES ASSISTENCIAIS,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
8730199,ATIVIDADES DE ASSISTÊNCIA SOCIAL PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES NÃO ESPECIFICADAS ANTERIORMENTE,Saúde / Hospitalar,check,service provider in this field; segment tenders are mostly material purchases
9511800,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,Informática / TI,check,service provider in this field; segment tenders are mostly material purchases
9512600,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMUNICAÇÃO,Informática / TI,check,service provider in this field; segment tenders are mostly material purchases
9529105,REPARAÇÃO DE ARTIGOS DO MOBILIÁRIO,Mobiliário,check,service provider in this field; segment tenders are mostly material purchases
